Time,eco_fiscal_result_month,eco_fiscal_result_12months,eco_inflation_month,eco_inflation_12months,eco_interest_rate,eco_gross_debt_gdp_pre,eco_gross_debt_gdp_pos,eco_gross_debt_R$_pre,eco_gross_debt_R$_pos,eco_net_debt_gdp_%,eco_net_debt_R$,eco_net_debt_gdp_%_federal_govt,eco_net_debt_R$_federal_govt,eco_balance_payments_US$_M,eco_GDP_R$_12_months,CHN_GDP,UK_GDP,US_GDP,Brent Crude Oil,Coffee,Iron Ore,Meat index,Orange,Soybeans,Sugar,exp_DIC_y,exp_DIC_y+1,exp_DIC_y+2,exp_GDP (%)_y,exp_GDP (%)_y+1,exp_GDP (%)_y+2,exp_US$_currency_y,exp_US$_currency_y+1,exp_US$_currency_y+2,exp_basic_interest_rate_y,exp_basic_interest_rate_y+1,exp_basic_interest_rate_y+2,exp_gross_public_debt_y,exp_gross_public_debt_y+1,exp_gross_public_debt_y+2,exp_inflation_y,exp_inflation_y+1,exp_inflation_y+2,exp_net_public_debt_y,exp_net_public_debt_y+1,exp_net_public_debt_y+2,exp_primary_result_y,exp_primary_result_y+1,exp_primary_result_y+2,exp_trade_balance_y,exp_trade_balance_y+1,exp_trade_balance_y+2,CNY,EUR,USD,bud_fun_09_initial_value,bud_fun_10_initial_value,bud_fun_12_initial_value,bud_fun_09_spent_value,bud_fun_10_spent_value,bud_fun_12_spent_value,bud_group_personal_initial_value,bud_group_personal_spent_value,bud_group_invest_initial_value,bud_group_invest_spent_value,bud_type_mandatory_initial_value,bud_type_mandatory_spent_value,bud_type_amendments_initial_value,bud_type_disc_initial_value,bud_type_amendments_spent_value,bud_type_disc_spent_value
01-12-2005,-4390.55,55741.369999999995,0.36,5.69,18.5,66.97,,1453607.89,,46.54,1010240.62,30.6,664223.62,4318.5,2170584.5,100.228472997675,100.714480922853,101.068096887488,126.792345683156,64.6512178597707,47.9977946814231,81.1945128805906,74.3054070409585,59.7019023439673,76.9534633913234,16.0,15.9,16.5,2.79,3.5,3.5,2.25,2.45,2.56,18.0,15.5,14.0,,,,5.63,4.52,4.5,51.6,50.7,48.5,4.72,4.3,4.25,43.0,35.5,32.5,0.274475,2.59892,2.2177,179919304711.0,36082825402.0,15039743517.0,188505524167.0,36479260582.0,15420582706.0,91809087964.0,94022531914.0,22676936189.0,19353664616.0,375455786221.0,395599894397.0,0.0,60111402559.0,0.0,51920939092.0
01-01-2006,3310.52,50544.92,0.59,5.7,18.0,66.57,,1458323.38,,46.68,1022617.57,30.78,674374.64,2758.4,2190643.1,100.264062673817,100.769666740851,101.189545749231,140.446130349709,75.8048388404703,57.1158389218643,78.1920381752016,73.123404168989,59.0033259272587,88.7552355247343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2006,3271.33,51688.97,0.41,5.51,17.25,66.83,,1475409.29,,46.38,1023883.68,30.83,680573.57,2711.6,2207671.2,100.312479564673,100.802871646673,101.284432418257,134.886304393509,72.7060004386565,57.1158389218643,79.4096692718722,77.3403767752934,59.1016309246807,98.2828487054601,15.0,16.1,17.1,3.5,3.5,3.8,2.35,2.5,2.6,15.0,13.5,13.0,,,,4.62,4.5,4.44,50.45,48.6,47.0,4.3,4.25,4.25,40.0,34.0,30.0,0.275608,2.68359,2.2217,,,,,,,,,,,,,,,,
01-03-2006,5614.45,50098.43,0.43,5.32,17.25,66.99,,1490607.68,,46.38,1032060.29,30.83,685942.22,3582.9,2225144.6,100.346764929034,100.817707059149,101.334558671728,139.193084131494,69.3728304391922,57.1158389218643,78.1880719059762,83.1459875907418,58.6462839152512,93.0800327706867,15.0,16.3,17.0,3.5,3.7,3.75,2.25,2.4,2.5,14.5,13.5,12.5,,,,4.59,4.5,4.5,50.5,48.9,47.0,4.3,4.25,4.25,40.0,36.05,34.4,0.263557,2.52414,2.1181,,,,,,,,,,,,,,,,
01-04-2006,16311.85,52102.4,0.21,4.63,16.5,64.3,,1437667.93,,45.59,1019291.28,30.5,681906.94,2957.3,2235812.9,100.371440192602,100.819596386252,101.341714081767,156.036915263248,70.3964299105833,57.1158389218643,76.9960497401515,86.0546665081411,57.5953984218076,95.1575427710754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2006,3145.73,53044.38,0.1,4.23,15.75,63.43,,1431150.9,,46.21,1042621.49,30.38,685517.66,2884.7,2256419.1,100.391512716216,100.814802773451,101.318462549861,156.414030355581,66.9125826721908,57.1158389218643,82.6884717338164,92.1457599287862,59.9259993653119,92.3141807113186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2006,6877.15,53861.479999999996,-0.21,4.03,15.25,64.52,,1465661.07,,45.69,1037934.84,30.49,692516.85,3959.6,2271564.0,100.415430311866,100.810691153315,101.282224042548,153.580625517459,62.9574921157423,57.1158389218643,86.8720832449083,94.0146286364378,59.6911579662316,86.264693626163,15.65,16.5,17.54,3.6,3.7,3.88,2.2,2.35,2.45,14.25,13.0,12.5,,,,4.32,4.5,4.5,50.5,49.1,47.5,4.25,4.25,4.25,40.0,35.32,33.81,0.283261,2.90658,2.2713,,,,,,,,,,,,,,,,
01-07-2006,3600.96,51847.65,0.19,3.97,15.25,63.29,,1451535.66,,45.58,1045318.25,30.45,698395.18,5518.8,2293390.2,100.453761166276,100.816783190656,101.251825387138,164.24682702128,64.0854668261739,57.1158389218643,86.1425491866693,96.9948260625846,59.8973349004241,86.7290732464275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2006,7227.57,54566.73,0.05,3.84,14.75,63.58,,1472086.21,,45.34,1049893.42,30.45,705073.5,4504.4,2315471.6,100.519583962394,100.843252300139,101.242688937052,163.047783821236,68.1945864433464,57.1158389218643,88.7447095157364,105.454991329379,56.2006700103362,72.1239471356714,15.5,16.0,17.0,3.6,3.7,3.5,2.2,2.35,2.45,14.0,13.0,12.5,,,,3.74,4.5,4.5,50.5,49.2,47.6,4.25,4.25,4.25,40.0,35.05,33.86,0.27474,2.80866,2.1905,,,,,,,,,,,,,,,,
01-09-2006,64.63,51701.56,0.21,3.7,14.25,64.68,,1511176.41,,45.44,1061646.39,30.5,712532.15,4326.5,2336552.6,100.621516742269,100.899020191651,101.261931595892,138.705466187844,67.0328838609558,57.1158389218643,86.4122301849841,103.842393415548,54.9498943081331,68.7383996915064,16.0,16.0,17.01,3.2,3.5,3.55,2.2,2.3,2.4,14.0,13.0,12.1,,,,3.63,4.5,4.5,50.3,49.1,47.5,4.25,4.25,4.25,42.0,36.0,32.4,0.269926,2.75542,2.1468,,,,,,,,,,,,,,,,
01-10-2006,7766.57,53146.28,0.33,3.26,14.25,64.09,,1514228.7,,44.94,1061724.39,30.28,715480.7,3835.0,2362641.2,100.763373776241,100.988719942105,101.30223058563,130.34468918661,67.5251416898099,57.1158389218643,83.8551363410817,109.690710158929,60.0721996480727,64.4431680329477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2006,-75.98,52724.229999999996,0.31,3.02,13.75,64.51,,1539879.59,,45.0,1074336.32,30.24,721825.71,3187.7,2387208.0,100.940839683395,101.113975127451,101.351089447699,131.375201551222,74.6249181870137,57.1158389218643,83.6217065235766,117.53674634646,67.2719742778127,65.3454478162338,15.6,16.0,17.0,3.0,3.5,3.5,2.16,2.29,2.4,13.25,12.0,11.5,,,,3.0,4.14,4.3,50.4,49.2,47.16,4.25,4.25,4.25,44.0,38.0,34.0,0.271997,2.73427,2.141,,,,,,,,,,,,,,,,
01-12-2006,-5763.22,51351.560000000005,0.48,3.14,13.25,64.6,55.48,1556476.26,1336644.9,45.29,1091255.36,30.54,735799.88,4951.0,2409449.9,101.141562024656,101.272551348276,101.398841526586,138.113913101831,78.3424087261005,57.1158389218643,83.2566928802412,119.559120131753,67.0810642272905,65.1087343931411,16.0,16.0,17.0,2.86,3.5,3.5,2.15,2.25,2.35,,12.0,11.0,,,,3.15,4.1,4.25,50.17,49.0,47.0,4.25,4.25,4.25,45.0,38.0,34.0,0.276605,2.88758,2.1672,201807859525.0,39877633085.0,15559711801.0,212511128515.0,39867880263.0,17287949458.0,105211785163.0,107573611772.0,23082607550.0,21569851797.0,436563316118.0,444832342550.0,0.0,58076884723.0,0.0,56576280529.0
01-01-2007,11805.29,59846.33,0.44,2.99,13.25,63.62,56.17,1548742.58,1367451.91,45.29,1102636.37,30.2,735219.2,2443.8,2434411.5,101.349802026761,101.455251865066,101.446316068257,120.905413375128,76.1073971343667,62.5456854920146,82.3558984376619,119.022900649233,70.5438565713482,61.2929326339158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2007,2659.94,59234.939999999995,0.44,3.02,13.0,64.7,56.90,1590994.71,1399083.71,45.2,1111459.95,30.23,743454.49,2780.3,2458966.9,101.540544829922,101.650936490018,101.499492325491,128.595137323754,74.482428827123,62.5456854920146,85.3817764193166,116.206634336604,76.6565708032987,59.9400789537846,17.0,18.0,18.5,3.5,3.5,3.6,2.2,2.3,2.4,11.5,11.0,10.0,,,,4.08,4.0,4.0,48.8,47.0,45.35,4.1,4.0,4.0,39.0,35.0,31.4,0.271905,2.74779,2.1093,,,,,,,,,,,,,,,,
01-03-2007,3913.18,57533.67,0.37,2.96,13.0,64.49,57.24,1603665.23,1423273.45,44.76,1112960.56,30.41,756150.64,3278.5,2486602.5,101.729456567983,101.850151331293,101.564457165796,138.328639189546,71.4621870679436,62.5456854920146,83.6843965206125,118.818999511332,76.3591413842881,58.9611097450962,17.5,18.4,19.5,3.5,3.5,3.7,2.14,2.22,2.3,11.5,10.5,10.0,,,,3.88,4.0,4.0,48.8,47.0,45.3,4.0,3.9,3.95,39.0,35.0,32.9,0.274677,2.80356,2.126,,,,,,,,,,,,,,,,
01-04-2007,14919.06,56140.880000000005,0.25,3.0,12.75,63.66,57.17,1602390.12,1438854.85,43.97,1106671.09,29.95,753917.32,4062.1,2516940.7,101.920842293935,102.048181145482,101.64223399292,150.159412815783,70.0041336732598,62.5456854920146,85.9707531206317,102.513338663331,74.5484451263794,55.1561098052024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2007,5344.96,58340.11,0.28,3.18,12.5,63.99,57.91,1628950.42,1474335.2,43.42,1105428.31,30.34,772360.73,3738.8,2545742.0,102.111612484011,102.243298541842,101.730611370769,150.220083749528,69.1692914426125,62.5456854920146,90.054226793346,98.0548419119391,78.0813116442102,52.6759945842818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2007,5473.79,56936.75,0.28,3.69,12.5,64.28,58.23,1655279.24,1499458.73,43.03,1108049.12,30.09,774910.42,3665.1,2575280.3,102.299378101473,102.435418644166,101.82531910035,156.655933313969,72.8320961768026,62.5456854920146,91.232300991555,82.20758888863,83.4914895619113,53.6529035949666,20.0,20.0,20.0,4.2,4.0,4.0,1.95,2.05,2.15,10.75,10.0,9.13,,,,3.5,4.0,4.0,43.86,41.9,39.5,3.75,3.74,3.6,42.0,36.44,33.2,0.249173,2.56227,1.9056,,,,,,,,,,,,,,,,
01-07-2007,4951.89,58287.68,0.24,3.74,12.0,62.15,58.32,1617527.86,1517874.0,42.68,1110791.71,30.18,785558.41,3220.3,2602697.5,102.480753787815,102.625285484626,101.920708945379,168.888069947186,71.7976030260976,62.5456854920146,89.8053540087265,79.0812333778255,86.4268974139074,56.7294933065399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2007,3445.68,54505.79,0.47,4.18,11.5,62.67,58.46,1646828.76,1536267.53,42.77,1123920.11,29.66,779456.16,3415.9,2627804.4,102.656269370443,102.812868513225,102.009464136707,158.195441034713,75.1653326782287,62.5456854920146,89.708064078478,77.0030034672496,85.1945735359178,55.5747452989139,25.0,21.0,20.0,4.51,4.3,4.1,1.87,1.95,2.07,10.75,9.88,9.0,,,,3.75,4.0,4.0,43.6,42.0,39.5,3.8,3.7,3.6,43.5,37.35,33.81,0.249154,2.57599,1.8856,,,,,,,,,,,,,,,,
01-09-2007,811.79,55252.95,0.18,4.15,11.5,62.46,57.88,1654861.9,1533431.76,42.5,1125937.87,30.15,798767.91,3306.4,2649278.5,102.819017528401,102.996240735362,102.082519582391,170.305175697897,78.1515575875649,62.5456854920146,86.0984853289019,74.303024488533,95.8243791141968,56.4669284579877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2007,10017.66,57504.04,0.3,4.12,11.25,62.72,57.49,1678387.34,1538287.06,43.08,1152686.61,30.24,809074.8,3240.7,2675926.6,102.952055906402,103.170941702355,102.129716834345,183.028132293832,81.9646497191208,62.5456854920146,82.2862800982354,84.6817336216149,98.8133726246115,56.9172871535649,30.0,22.0,20.5,4.7,4.37,4.0,1.86,1.9,2.0,11.0,10.25,9.5,,,,4.0,4.1,4.0,43.54,42.0,39.6,3.8,3.66,3.6,42.0,35.0,31.0,0.242806,2.59506,1.8225,,,,,,,,,,,,,,,,
01-11-2007,4783.62,62363.64000000001,0.38,4.19,11.25,63.17,57.26,1704366.5,1544955.73,43.04,1161273.55,29.73,802270.82,1854.0,2698213.0,103.037074786425,103.328126276367,102.14319562868,205.708216235039,79.9838054059574,62.5456854920146,79.1930479382076,80.9311973442148,107.253338743456,56.3398381728554,32.0,25.0,23.0,4.7,4.37,4.06,1.78,1.87,1.98,11.25,10.25,9.5,,,,3.83,4.1,4.0,43.4,42.0,39.7,3.8,3.7,3.6,40.95,34.1,31.0,0.234136,2.52314,1.746,,,,,,,,,,,,,,,,
01-12-2007,-8688.15,59438.71,0.74,4.46,11.25,63.02,56.72,1714436.48,1542851.83,43.43,1181418.39,30.02,816680.81,3492.3,2720262.9,103.054086514109,103.45365388332,102.122874326754,203.019962775084,84.2546814133634,62.5456854920146,80.7862033745724,85.9035493978171,116.645377568182,59.1314848593778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232563758160.0,44938018728.0,19833572723.0,233908063109.0,45042859985.0,21806011533.0,119295141081.0,118361848852.0,29327778501.0,36937264218.0,491713325384.0,495584911444.0,0.0,71813473025.0,0.0,79088771366.0
01-01-2008,16705.32,64338.74,0.54,4.56,11.25,61.3,57.51,1683589.16,1579474.28,42.72,1173193.13,29.21,802152.55,823.1,2746426.0,102.984451319252,103.528769274259,102.084535777061,204.289321796144,85.3409556558655,103.815934423,79.1997624018202,81.3295472493862,127.297085045911,65.169706497169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2008,4088.21,65767.01000000001,0.49,4.61,11.25,61.89,57.04,1718642.58,1583893.92,42.76,1187260.0,29.4,816488.34,710.7,2776859.2,102.808990643743,103.530874135567,102.044821289828,210.124937876027,96.0019155827563,103.815934423,85.9790412398146,76.0100488466234,140.117545169591,74.8135362255016,28.0,25.0,25.0,4.5,4.06,4.0,1.8,1.9,1.99,11.25,10.25,9.5,,,,4.44,4.2,4.0,41.8,40.0,37.95,3.6,3.5,3.5,30.0,25.56,25.0,0.242898,2.58659,1.7451,,,,,,,,,,,,,,,,
01-03-2008,11039.3,72893.13,0.48,4.73,11.25,61.93,57.09,1734727.19,1599048.51,41.98,1175814.84,28.65,802462.43,853.3,2800895.2,102.528928691535,103.438271777305,102.007750216737,228.846536703562,91.0769593008927,103.815934423,79.4678503305979,70.5834171465231,136.664340538115,71.3412891268985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2008,16860.58,74834.65000000001,0.55,5.04,11.25,59.82,56.52,1696036.28,1602356.93,41.87,1187179.5,28.6,810855.61,1597.6,2835166.3,102.135992727963,103.240439876564,101.951571421694,244.08925600667,85.8792471849258,103.815934423,83.2161358467323,68.7578943099088,133.107874762043,69.550176618104,30.0,26.71,25.0,4.58,4.03,4.09,1.75,1.85,1.91,12.25,10.75,10.0,,,,4.48,4.3,4.18,41.6,40.0,37.9,3.63,3.5,3.5,27.18,21.0,20.0,0.250071,2.73574,1.7534,,,,,,,,,,,,,,,,
01-05-2008,4916.41,74406.1,0.79,5.58,11.75,60.03,55.82,1718938.97,1598411.02,42.09,1205083.17,28.88,827042.31,3947.0,2863373.4,101.626072707412,102.931173838965,101.840631672051,274.766661271804,86.6965634899066,103.815934423,96.9736983358112,66.5879000807208,134.844242949687,61.7803620427464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2008,7067.13,75999.44,0.74,6.06,11.75,61.38,55.60,1779756.82,1612136.73,42.95,1245468.95,28.74,833290.32,2574.7,2899765.6,101.001341317129,102.509462038712,101.638828645635,294.505760216686,89.2025985418642,103.815934423,96.4173353528563,66.5418599625444,152.31920588125,67.7731524651995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2008,7774.08,78821.63,0.53,6.37,12.25,58.11,55.53,1708424.95,1632713.68,42.81,1258612.6,28.58,840320.06,3205.0,2940137.0,100.275723849332,101.988418147613,101.327128808426,296.335303476108,89.9395570531655,103.815934423,98.6967725809867,72.2660741527404,152.781597851662,73.9041406768935,34.0,30.0,28.0,4.8,4.0,4.0,1.66,1.76,1.85,14.25,13.5,11.75,,,,6.32,4.85,4.5,41.0,39.7,37.95,4.3,3.8,3.55,23.0,15.42,10.0,0.234259,2.53571,1.6061,,,,,,,,,,,,,,,,
01-08-2008,7253.0,82628.95,0.28,6.17,13.0,58.33,54.95,1735234.79,1634590.62,42.11,1252750.34,27.85,828429.12,2190.8,2974782.0,99.4834153392348,101.386470503934,100.90037145705,252.446335801117,89.3726250644307,103.815934423,103.112363318029,61.555252190786,129.875516429464,76.2426659823768,34.0,30.0,28.0,4.8,3.9,4.2,1.61,1.72,1.8,14.5,14.0,12.0,,,,6.54,5.0,4.5,40.43,38.9,37.0,4.3,3.9,3.8,23.0,15.0,10.0,0.227891,2.42403,1.5593,,,,,,,,,,,,,,,,
01-09-2008,5173.45,86990.61,0.26,6.25,13.0,58.16,54.83,1756632.35,1656166.53,40.06,1210130.01,25.9,782228.72,2604.0,3020522.3,98.6753331066625,100.725860235932,100.371862553681,219.071602113912,87.4445216563112,103.815934423,94.4191870076399,56.3012773640313,119.48581279555,77.8477904102332,34.75,30.0,30.0,4.8,3.6,4.15,1.63,1.73,1.8,14.75,14.0,12.0,,,,6.32,5.0,4.5,40.6,39.5,37.8,4.3,3.88,3.8,23.5,14.25,9.36,0.240982,2.40225,1.6447,,,,,,,,,,,,,,,,
01-10-2008,14465.58,91438.53,0.45,6.41,13.75,57.94,55.05,1772717.85,1684285.47,38.21,1169102.57,24.27,742600.11,1259.4,3059757.6,97.9101270001495,100.037033870614,99.7858814687955,159.638316170598,75.4314990583714,103.815934423,86.762980470457,48.3714792735041,93.4046128313011,65.8703340574617,35.0,30.0,28.0,5.2,3.5,4.2,1.8,1.8,1.9,14.75,13.5,12.0,,,,6.14,4.85,4.5,40.5,39.11,37.9,4.3,4.0,3.8,23.7,12.95,10.0,0.280543,2.69366,1.9213,,,,,,,,,,,,,,,,
01-11-2008,-3282.72,83372.19,0.36,6.39,13.75,58.44,54.64,1805004.74,1687694.48,37.16,1147607.87,22.82,704795.45,1480.8,3088601.5,97.2557522444382,99.3539084423569,99.1972988779996,116.935625998425,74.3933174906804,103.815934423,79.6805089093865,47.419345286146,90.7445100270735,66.1358590277594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2008,-20752.4,71307.94,0.28,5.9,13.75,61.42,55.98,1910043.42,1740887.81,37.79,1175202.88,23.42,728326.78,2260.4,3109803.1,96.7711581311651,98.7114176570573,98.6558644734326,89.8681661339557,72.5049957281489,119.495228866748,79.0428968616554,43.8576493900416,87.8986030724294,63.3913649641712,35.0,25.0,25.0,5.24,2.75,4.0,2.2,2.15,2.13,13.75,13.5,12.0,,,,6.35,5.29,4.5,38.35,38.0,36.5,4.3,3.8,3.8,23.55,13.66,10.0,0.34399,2.97864,2.3565,252147794416.0,47698719984.0,24746786128.0,258122049155.0,49302794513.0,25353985682.0,127577352936.0,134799563348.0,40947732499.0,37955353772.0,548978344828.0,565877804169.0,0.0,88444456600.0,0.0,84074415951.0
01-01-2009,4795.83,59398.45,0.48,5.84,13.75,58.67,56.87,1831669.35,1775483.0,38.21,1192857.29,24.02,749887.36,-541.7,3121758.8,96.4877948034965,98.1428921562259,98.1913205916865,95.7751335032718,78.0073758890929,123.809194521209,80.6552279282174,44.2046864260723,100.554482352865,68.1803087319596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2009,903.39,56213.63,0.55,5.9,12.75,59.56,57.18,1865471.54,1791071.99,38.26,1198527.06,24.0,751727.35,1724.2,3132276.3,96.4208747089646,97.6777131800069,97.8215143961834,95.1893951152059,79.0292432163623,129.069843470963,79.3325647340334,41.1448190188912,94.0902123122164,73.24982044114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2009,5815.7,50990.030000000006,0.2,5.61,12.75,60.2,57.47,1898601.9,1812527.1,37.94,1196634.19,24.17,762159.28,1727.7,3153874.9,96.551233884443,97.3338218667981,97.5548350063433,103.335585274176,78.4423901342422,109.404112711319,80.2471474278996,43.7995848275929,91.9910598064022,71.5326077840234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2009,10861.57,44991.02,0.48,5.53,11.25,59.26,56.80,1875092.27,1797074.17,38.48,1217629.67,24.94,789076.06,3672.0,3164110.3,96.8285051759214,97.1028546281403,97.3857320455657,112.067715487036,82.445187027746,102.077390066634,81.7620736666427,47.8558735633512,103.2421774798,74.6943444041815,22.0,25.0,30.0,-0.12,3.5,4.04,2.3,2.29,2.27,9.25,9.5,10.0,,,,4.31,4.49,4.5,37.0,35.6,33.8,3.0,3.3,3.46,14.05,13.0,10.0,0.33506,3.03229,2.2899,,,,,,,,,,,,,,,,
01-05-2009,-290.76,39783.85,0.47,5.2,10.25,59.13,57.07,1878517.18,1813137.25,39.51,1255305.58,26.11,829480.45,2551.3,3177111.6,97.2068042382096,96.967242862867,97.3052912887221,127.55680320608,91.8532684321325,107.043920479229,83.5867347720836,53.914566640025,116.445301905632,84.7031546612087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2009,-1136.67,31580.05,0.36,4.8,10.25,61.12,58.34,1948313.63,1859801.55,39.9,1271909.27,26.53,845869.65,4654.8,3187927.3,97.6360123184875,96.9087692420746,97.3045892791543,152.132664895558,91.4192978618303,122.357820437993,84.4016425287748,48.6918617985624,122.718445219398,90.3562641653581,22.9,25.0,30.0,-0.68,3.5,4.0,2.0,2.1,2.2,9.0,9.25,10.0,,,,4.33,4.3,4.5,39.0,37.5,35.5,2.5,3.0,3.3,20.0,15.1,14.0,0.284752,2.75368,1.944,,,,,,,,,,,,,,,,
01-07-2009,1690.76,25496.73,0.24,4.5,9.25,61.42,59.68,1964146.41,1908617.46,40.95,1309624.96,27.25,871504.21,2864.4,3198100.6,98.0709814497646,96.9101261253068,97.3715796969551,143.978877195841,85.99721633193,143.348246408303,85.3803555958043,55.6488065831153,109.7549697535,96.6471674665731,25.0,26.0,28.0,-0.49,3.5,4.0,2.0,2.0,2.1,8.75,9.25,10.0,,,,4.42,4.33,4.5,40.0,39.0,37.0,2.2,3.0,3.3,22.0,19.5,17.5,0.283063,2.73745,1.9342,,,,,,,,,,,,,,,,
01-08-2009,3898.51,22142.239999999998,0.15,4.36,8.75,62.97,60.77,2022637.81,1951925.05,40.95,1315493.35,27.34,878172.58,3000.7,3212061.2,98.4850131908522,96.9598724736049,97.4944865529042,161.032369805673,91.4074211062913,166.765727993087,81.0729685156885,58.0837243973407,112.751499958431,116.80063760501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2009,-8019.91,8948.88,0.24,4.34,8.75,63.11,60.80,2037330.37,1962852.34,41.9,1352484.66,28.38,916177.62,1232.8,3228167.9,98.8608291200094,97.0530209355034,97.6602126069601,149.766116441795,90.6433190074409,137.818447035677,81.1659842994719,55.6165913607601,96.2353082850185,126.224076626697,25.0,30.0,30.0,-0.13,4.0,4.0,1.85,1.85,1.94,8.75,9.25,10.0,,,,4.3,4.3,4.5,42.45,41.0,38.3,2.0,2.75,3.3,24.0,18.0,15.05,0.275669,2.67688,1.8829,,,,,,,,,,,,,,,,
01-10-2009,11377.06,5860.359999999999,0.28,4.17,8.75,62.68,61.00,2038676.53,1983867.72,41.79,1359093.2,28.33,921382.5,1297.8,3252378.5,99.1852357893624,97.1880514203058,97.8485766588883,161.868082586685,94.3434369841987,148.187622304002,79.9092953354573,64.1437871032284,97.8379199335041,125.1540880856,25.0,30.3,35.0,0.0,4.5,4.25,1.8,1.8,1.9,8.75,9.75,10.25,,,,4.3,4.4,4.5,43.3,41.2,39.1,1.65,2.5,3.15,25.85,18.0,16.0,0.260642,2.58604,1.7794,,,,,,,,,,,,,,,,
01-11-2009,10712.45,19855.53,0.41,4.22,8.75,62.68,60.22,2061104.62,1980097.86,41.32,1358562.54,27.96,919512.5,490.0,3288209.5,99.4514513148881,97.366164165394,98.0403752874218,170.67045972851,92.901910643107,169.481464372886,82.7064584756087,67.3007438601784,102.205739719732,123.60343869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2009,1835.29,42443.22,0.37,4.31,8.75,64.7,59.21,2156529.04,1973423.68,41.35,1378128.65,27.98,932535.29,2116.2,3333039.4,99.6560517069946,97.5873460263286,98.2237097183775,165.907492897373,96.401323111464,179.710549526427,86.7650911096221,76.5466477100061,104.574644773788,134.938491023051,25.0,35.0,35.0,0.2,5.0,4.5,1.71,1.75,1.8,8.75,10.5,10.75,,,,4.25,4.46,4.5,44.23,42.45,40.2,1.5,2.3,3.0,25.0,13.0,9.33,0.25334,2.61254,1.7293,292418486433.0,53661285118.0,33176635851.0,290507005099.0,57196762575.0,33134901439.0,156631275903.0,155822255444.0,50214949317.0,48911550750.0,648256621514.0,628538033152.0,0.0,101299008880.0,0.0,102351853336.0
01-01-2010,13537.87,51185.259999999995,0.75,4.59,8.75,61.69,59.76,2080549.36,2015576.95,40.18,1354993.66,26.8,903896.84,-324.4,3372644.4,99.8020345481682,97.8430961484317,98.399938980483,169.9289056814,96.8357721524032,214.998507049888,91.2990445170395,81.6751628762994,98.968806082584,119.48374909724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2010,-700.99,49580.88,0.78,4.83,8.75,62.11,59.03,2120137.88,2014967.24,40.45,1380642.62,27.15,926827.67,259.8,3413499.6,99.8909520404311,98.1206996933782,98.5763132676505,163.940803933747,96.3479704188142,217.902474858407,92.3014686687212,81.6251292753644,95.0246096436447,119.744490814768,38.0,40.0,40.0,5.4,4.5,4.45,1.8,1.85,1.88,11.25,11.0,10.5,,,,4.62,4.5,4.5,41.8,40.1,38.9,2.5,3.0,3.0,9.55,4.5,5.0,0.274978,2.61386,1.8773,,,,,,,,,,,,,,,,
