Date,EXPEC_DIC_y,EXPEC_DIC_y+1,EXPEC_DIC_y+2,EXPEC_GDP (%)_y,EXPEC_GDP (%)_y+1,EXPEC_GDP (%)_y+2,EXPEC_US$_currency_y,EXPEC_US$_currency_y+1,EXPEC_US$_currency_y+2,EXPEC_basic_interest_rate_y,EXPEC_basic_interest_rate_y+1,EXPEC_basic_interest_rate_y+2,EXPEC_gross_public_debt_y,EXPEC_gross_public_debt_y+1,EXPEC_gross_public_debt_y+2,EXPEC_inflation_y,EXPEC_inflation_y+1,EXPEC_inflation_y+2,EXPEC_net_public_debt_y,EXPEC_net_public_debt_y+1,EXPEC_net_public_debt_y+2,EXPEC_primary_result_y,EXPEC_primary_result_y+1,EXPEC_primary_result_y+2,EXPEC_trade_balance_y,EXPEC_trade_balance_y+1,EXPEC_trade_balance_y+2
2001-01,24.0,21.0,22.0,4.0,4.5,4.5,2.0,2.06,,14.0,12.44,12.0,,,,4.2,3.8,3.46,48.33,47.6,47.98,3.0,2.7,2.1,0.5,1.5,3.1
2001-02,24.0,21.0,21.0,4.1,4.5,4.05,2.02,2.1,,13.75,12.44,12.0,,,,4.2,3.7,3.46,48.5,47.9,47.0,3.0,2.7,2.2,-0.27,1.1,2.47
2001-03,23.45,20.4,20.0,4.2,4.5,4.1,2.07,2.15,,14.0,12.75,11.88,,,,4.3,3.65,3.0,49.0,48.29,47.0,3.0,2.7,2.2,-1.0,1.0,2.0
2001-04,22.7,20.0,20.0,4.1,4.49,4.34,2.1,2.19,2.32,15.0,13.0,12.0,,,,4.55,3.7,3.0,49.4,48.85,47.0,3.0,3.0,2.2,-1.25,0.42,1.95
2001-05,21.0,20.0,20.0,3.75,3.85,4.34,2.2,2.28,2.33,16.0,14.25,12.0,,,,5.2,3.8,3.42,50.0,49.5,48.0,3.0,3.0,2.3,-1.5,0.0,1.3
2001-06,20.0,18.0,18.0,3.0,3.5,4.0,2.25,2.35,2.41,16.45,14.5,12.75,,,,5.6,4.0,3.5,51.0,50.81,50.25,3.0,3.0,2.55,-1.32,0.0,1.0
2001-07,18.0,17.0,18.0,2.5,3.2,3.8,2.4,2.5,2.6,18.0,15.5,14.0,,,,6.1,4.03,3.8,53.0,53.0,52.0,3.05,3.0,3.0,-1.0,0.45,1.03
2001-08,18.8,16.0,18.0,1.8,2.86,3.96,2.45,2.57,2.7,18.18,16.0,14.0,,,,6.43,4.5,3.7,53.85,53.9,53.5,3.35,3.5,3.0,-0.8,1.0,1.84
2001-09,18.0,15.0,17.7,1.6,2.5,3.5,2.7,2.8,2.91,19.0,16.5,14.15,,,,6.6,4.8,4.0,54.66,55.0,54.0,3.35,3.5,3.0,0.0,2.1,2.2
2001-10,18.6,15.0,16.0,1.7,2.0,3.5,2.8,2.86,2.95,19.0,17.0,15.0,,,,6.67,5.07,4.0,56.3,56.91,56.3,3.4,3.5,3.0,1.2,4.5,5.15
2001-11,19.0,15.0,16.0,1.7,2.0,3.5,2.6,2.75,2.85,19.0,17.0,14.5,,,,7.29,5.09,4.0,55.2,56.07,55.7,3.4,3.5,3.0,1.6,4.75,5.3
2001-12,19.8,16.0,16.0,1.8,2.4,3.5,2.37,2.6,2.7,19.0,17.0,14.0,,,,7.4,4.8,4.0,53.13,54.05,54.35,3.5,3.5,3.2,2.01,5.0,6.0
2002-01,16.0,16.0,18.0,2.4,3.5,4.0,2.55,2.7,2.8,17.0,14.0,13.0,,,,4.8,4.0,3.63,53.85,53.85,54.0,3.5,3.05,3.0,4.7,5.8,7.0
2002-02,17.0,18.0,18.0,2.45,3.5,4.0,2.55,2.7,2.8,16.53,14.0,13.0,,,,4.87,4.0,3.5,54.25,54.3,53.86,3.5,3.0,3.0,4.5,5.6,6.85
2002-03,17.0,18.0,18.0,2.42,3.5,4.0,2.5,2.68,2.75,16.5,14.0,13.0,,,,5.04,4.0,3.5,54.4,54.2,54.0,3.5,3.0,3.0,4.3,5.0,6.5
2002-04,17.9,18.0,18.0,2.4,3.5,3.82,2.5,2.6,2.7,16.6,14.45,13.0,,,,5.46,4.0,3.65,54.4,54.3,54.2,3.5,3.2,3.0,4.3,4.95,6.36
2002-05,17.5,18.0,18.0,2.3,3.5,3.83,2.5,2.62,2.7,17.0,14.5,13.0,,,,5.46,4.0,3.5,54.6,54.3,54.25,3.5,3.0,3.0,4.0,4.95,6.45
2002-06,17.5,18.0,18.0,2.2,3.5,3.8,2.55,2.65,2.72,17.0,15.0,13.5,,,,5.53,4.0,3.5,55.0,54.9,54.65,3.5,3.5,3.0,4.35,5.0,6.75
2002-07,17.0,18.0,18.5,1.9,3.45,3.8,2.6,2.7,2.8,17.0,15.0,13.5,,,,5.99,4.35,3.9,56.23,56.0,55.2,3.75,3.5,3.0,4.9,5.5,7.0
2002-08,16.8,16.5,18.0,1.5,3.0,4.0,2.8,2.95,3.0,17.0,15.0,13.5,,,,6.43,4.95,4.0,57.2,56.45,55.0,3.75,3.75,3.5,6.5,7.6,8.5
2002-09,16.0,15.5,17.5,1.35,2.7,3.5,3.0,3.15,3.2,17.5,15.0,13.5,,,,6.82,5.5,4.0,58.85,58.2,55.2,3.84,3.75,3.5,8.2,10.0,10.12
2002-10,15.05,14.0,15.0,1.21,2.0,3.5,3.5,3.5,3.6,21.0,17.0,15.0,,,,8.37,8.0,5.0,61.7,59.85,58.0,3.88,3.75,3.75,11.0,14.7,14.87
2002-11,15.5,13.0,15.0,1.26,1.95,3.5,3.5,3.6,3.7,22.0,18.14,15.75,,,,11.0,10.68,7.0,61.0,60.0,58.0,3.9,3.75,3.75,12.5,15.1,16.0
2002-12,16.0,13.0,15.0,1.45,1.94,3.0,3.5,3.7,3.8,25.0,20.0,17.0,,,,12.56,11.0,8.0,59.15,58.45,58.0,3.9,3.75,3.75,12.6,15.5,16.0
2003-01,13.0,15.0,16.0,2.0,3.0,3.5,3.61,3.79,4.0,20.5,17.0,15.0,,,,11.44,8.0,6.0,56.55,56.15,56.55,4.0,3.75,3.5,15.5,16.0,16.0
2003-02,13.0,15.0,16.0,2.0,3.0,3.5,3.65,3.8,4.0,22.0,17.53,15.0,,,,12.33,8.0,6.0,55.7,54.6,54.95,4.25,4.0,3.7,16.0,16.0,16.0
2003-03,13.0,15.0,15.7,1.97,3.0,3.5,3.55,3.73,4.0,22.0,17.9,15.0,,,,12.26,8.0,6.0,56.0,54.0,53.5,4.25,4.0,3.75,16.3,16.39,16.0
2003-04,12.0,14.5,15.0,1.9,3.0,3.5,3.4,3.55,3.7,22.0,18.0,15.0,,,,12.39,7.9,6.0,55.35,53.85,53.0,4.25,4.25,4.0,16.02,16.15,15.4
2003-05,11.5,14.0,15.0,1.9,3.0,3.5,3.3,3.5,3.7,21.5,16.5,15.0,,,,12.17,7.58,6.0,55.0,53.5,52.5,4.25,4.25,4.0,16.0,15.78,15.15
2003-06,10.0,13.0,15.0,1.75,3.0,3.5,3.23,3.5,3.65,21.0,16.0,14.5,,,,11.16,7.0,5.5,55.0,53.5,52.2,4.25,4.25,4.0,16.8,15.5,15.0
2003-07,9.0,12.0,14.0,1.53,3.0,3.5,3.15,3.42,3.61,20.0,16.0,14.0,,,,10.04,6.5,5.0,54.9,53.5,52.4,4.28,4.25,4.0,17.5,15.0,15.0
2003-08,8.3,11.75,13.8,1.2,3.0,3.5,3.15,3.4,3.61,18.08,15.0,14.0,,,,9.57,6.2,5.0,55.0,53.65,52.4,4.25,4.25,4.2,18.4,15.35,15.0
2003-09,8.65,12.0,14.0,0.71,3.1,3.5,3.1,3.35,3.53,17.4,15.0,13.88,,,,9.68,6.2,5.0,56.0,54.45,53.0,4.25,4.25,4.0,20.5,16.0,15.38
2003-10,9.0,12.0,14.0,0.66,3.23,3.5,3.0,3.28,3.5,17.25,14.5,13.5,,,,9.69,6.0,5.0,57.5,55.6,54.0,4.25,4.25,4.0,22.3,17.0,16.0
2003-11,9.0,12.0,14.1,0.3,3.5,3.5,3.0,3.25,3.45,16.5,14.0,13.0,,,,9.19,6.0,5.0,57.7,56.0,54.0,4.25,4.25,4.1,23.5,18.33,17.25
2003-12,9.4,12.0,14.65,0.12,3.55,3.6,2.95,3.2,3.45,16.5,13.93,13.0,,,,9.22,6.0,5.0,57.6,56.0,54.0,4.25,4.25,4.23,24.0,19.0,17.5
2004-01,12.0,14.9,15.0,3.66,3.9,4.0,3.1,3.28,3.45,13.5,12.5,12.0,,,,6.01,5.0,4.5,56.0,54.3,52.5,4.25,4.25,4.0,20.4,19.6,20.25
2004-02,12.1,15.0,15.0,3.6,3.72,4.0,3.1,3.27,3.45,13.82,12.5,12.0,,,,6.01,5.0,4.5,56.2,54.9,54.0,4.25,4.25,4.0,21.0,19.3,20.25
2004-03,12.7,15.0,15.0,3.5,3.71,3.9,3.05,3.25,3.4,14.0,12.5,12.0,,,,6.0,5.0,4.5,56.5,54.9,53.9,4.25,4.25,4.0,24.0,21.0,21.75
2004-04,12.6,15.0,15.0,3.5,3.5,4.0,3.05,3.2,3.4,14.0,12.88,12.0,,,,6.17,5.0,4.6,56.5,55.0,53.7,4.25,4.25,4.0,25.0,22.0,21.5
2004-05,12.0,13.0,15.0,3.5,3.5,3.5,3.1,3.25,3.41,14.5,13.0,12.37,,,,6.52,5.28,5.0,57.0,55.4,54.0,4.25,4.25,4.25,26.0,23.0,20.9
2004-06,10.26,13.0,14.6,3.5,3.5,3.55,3.1,3.25,3.4,15.0,13.5,12.5,,,,6.98,5.5,5.0,57.0,55.4,54.0,4.25,4.25,4.25,27.66,23.15,21.62
2004-07,10.0,12.95,14.0,3.7,3.5,3.55,3.1,3.25,3.4,15.75,14.13,13.0,,,,7.15,5.5,5.0,57.0,55.05,54.0,4.25,4.25,4.25,29.1,25.35,23.2
2004-08,10.0,12.95,14.0,4.19,3.5,3.5,3.08,3.2,3.4,16.0,14.88,13.75,,,,7.25,5.52,5.0,56.7,55.1,54.1,4.25,4.25,4.25,30.95,26.0,24.75
2004-09,14.9,13.0,15.0,4.5,3.5,3.5,3.0,3.15,3.3,17.0,15.25,14.0,,,,7.31,5.8,5.0,55.4,54.1,52.7,4.5,4.25,4.25,32.0,27.0,25.8
2004-10,15.0,13.0,15.0,4.56,3.5,3.5,2.95,3.1,3.2,17.5,15.5,14.0,,,,7.2,5.9,5.0,55.0,54.0,52.2,4.5,4.25,4.25,32.95,27.0,25.14
2004-11,16.0,13.0,14.79,4.98,3.5,3.5,2.85,3.0,3.16,17.75,15.5,14.0,,,,7.28,5.8,5.0,54.5,54.0,52.0,4.5,4.3,4.25,33.0,27.3,25.18
2004-12,16.2,13.0,15.0,5.1,3.5,4.0,2.75,2.95,3.13,17.75,16.0,14.38,,,,7.47,5.7,5.0,52.1,52.0,50.4,4.5,4.3,4.25,33.0,26.39,23.6
2005-01,13.25,15.0,16.0,3.7,4.0,3.6,2.88,3.05,3.17,16.5,15.0,13.85,,,,5.75,5.0,4.5,51.35,49.9,48.4,4.25,4.25,4.25,26.5,24.18,22.03
2005-02,14.0,15.0,16.0,3.7,4.0,3.6,2.8,3.0,3.11,17.0,15.0,13.7,,,,5.68,5.0,4.5,51.45,49.95,48.5,4.25,4.25,4.25,27.0,25.0,22.72
2005-03,14.0,15.0,16.0,3.68,3.7,3.6,2.8,2.95,3.1,17.5,15.0,14.0,,,,5.88,5.0,4.5,51.4,50.0,48.0,4.25,4.25,4.2,29.5,25.2,23.8
2005-04,14.5,15.0,16.0,3.64,3.5,3.6,2.75,2.9,3.1,17.75,15.5,14.0,,,,6.28,5.0,4.5,51.5,50.2,48.25,4.25,4.25,4.23,34.0,27.98,25.2
2005-05,15.0,15.0,16.0,3.39,3.5,3.5,2.7,2.9,3.04,18.0,15.5,14.0,,,,6.33,5.0,4.5,51.36,50.2,48.5,4.28,4.25,4.15,35.0,28.96,25.86
2005-06,15.0,15.3,16.5,3.0,3.5,3.5,2.64,2.8,2.95,18.0,15.63,14.0,,,,5.97,5.0,4.5,51.37,50.0,48.35,4.35,4.25,4.25,35.09,29.36,27.04
2005-07,15.4,15.01,16.5,3.0,3.5,3.5,2.55,2.75,2.9,17.88,15.75,14.0,,,,5.54,5.0,4.5,51.32,50.0,48.59,4.4,4.25,4.25,37.0,30.75,29.0
2005-08,15.75,15.0,16.0,3.16,3.5,3.5,2.48,2.7,2.85,18.0,15.5,14.0,,,,5.25,4.9,4.5,51.49,50.5,48.98,4.5,4.25,4.25,40.0,33.73,30.0
2005-09,16.0,16.0,16.5,3.29,3.5,3.5,2.35,2.56,2.69,18.0,16.0,14.0,,,,5.21,4.63,4.5,51.5,50.5,48.74,4.5,4.25,4.25,41.0,35.0,31.0
2005-10,16.0,16.0,17.35,3.31,3.5,3.5,2.3,2.5,2.65,18.0,15.75,14.0,,,,5.31,4.6,4.5,51.6,50.75,48.68,4.6,4.3,4.25,42.0,35.0,30.9
2005-11,16.0,16.0,16.5,2.81,3.5,3.5,2.25,2.45,2.56,18.0,15.5,14.0,,,,5.63,4.52,4.5,51.6,50.75,48.5,4.7,4.3,4.25,43.0,35.4,32.0
2005-12,15.5,15.0,17.0,2.4,3.5,3.5,2.3,2.4,2.55,18.0,15.0,13.5,,,,5.68,4.5,4.5,51.6,50.7,48.6,4.75,4.25,4.25,44.16,36.98,32.7
2006-01,15.0,16.1,17.1,3.5,3.55,3.8,2.35,2.5,2.6,15.0,13.5,13.0,,,,4.61,4.5,4.44,50.45,48.6,47.0,4.3,4.25,4.25,40.0,34.0,30.0
2006-02,15.0,16.1,17.0,3.5,3.6,3.75,2.25,2.4,2.5,14.5,13.5,12.5,,,,4.59,4.5,4.5,50.5,48.85,47.0,4.3,4.25,4.23,40.0,35.5,34.4
2006-03,15.06,16.75,17.54,3.5,3.6,3.83,2.2,2.34,2.5,14.13,13.0,12.5,,,,4.5,4.5,4.5,50.5,49.0,47.5,4.25,4.25,4.23,40.0,35.0,32.52
2006-04,15.06,16.5,17.05,3.5,3.7,3.75,2.2,2.35,2.5,14.0,13.0,12.0,,,,4.36,4.5,4.5,50.5,49.05,47.2,4.25,4.25,4.25,40.37,36.0,35.0
2006-05,15.5,16.5,17.54,3.6,3.7,3.88,2.2,2.35,2.45,14.25,13.0,12.5,,,,4.33,4.5,4.5,50.5,49.1,47.5,4.25,4.25,4.25,40.0,35.32,33.81
2006-06,15.45,16.0,17.0,3.6,3.7,3.6,2.24,2.35,2.48,14.38,13.0,12.5,,,,3.98,4.5,4.5,50.5,49.2,47.6,4.25,4.25,4.25,40.0,35.51,32.81
2006-07,15.0,16.0,17.0,3.6,3.7,3.5,2.21,2.35,2.45,14.0,13.0,12.5,,,,3.74,4.5,4.5,50.5,49.2,47.6,4.25,4.25,4.25,40.0,35.0,34.1
2006-08,16.0,16.0,17.01,3.24,3.5,3.55,2.2,2.3,2.41,14.0,13.0,12.2,,,,3.63,4.5,4.5,50.3,49.05,47.5,4.25,4.25,4.25,42.03,36.0,32.4
2006-09,15.72,16.0,17.0,3.09,3.5,3.5,2.2,2.3,2.4,13.5,12.5,12.0,,,,2.98,4.3,4.4,50.35,49.1,47.2,4.25,4.25,4.25,43.0,36.0,33.81
2006-10,15.6,16.0,17.0,3.0,3.5,3.5,2.16,2.29,2.4,13.25,12.0,11.5,,,,2.99,4.12,4.3,50.4,49.2,47.16,4.25,4.25,4.25,44.0,38.0,34.0
2006-11,16.0,16.0,17.0,2.88,3.5,3.5,2.15,2.25,2.36,13.25,12.0,11.0,,,,3.15,4.1,4.3,50.3,49.1,47.0,4.25,4.25,4.25,45.0,37.42,34.0
2006-12,16.0,16.1,17.0,2.74,3.5,3.5,2.15,2.25,2.35,,11.75,11.0,,,,3.11,4.0,4.1,50.0,49.0,47.0,4.25,4.25,4.25,45.0,38.0,34.8
2007-01,17.0,18.0,18.5,3.5,3.5,3.6,2.2,2.3,2.4,11.75,11.0,10.0,,,,4.08,4.0,4.0,48.8,47.0,45.35,4.1,4.0,4.0,39.0,35.0,31.4
2007-02,17.5,18.0,19.0,3.5,3.5,3.7,2.15,2.22,2.3,11.5,10.5,10.0,,,,3.89,4.0,4.0,48.8,47.0,45.3,4.0,3.9,3.95,39.0,35.0,32.9
2007-03,18.0,18.0,18.0,3.51,3.6,3.8,2.11,2.2,2.26,11.5,10.5,10.0,,,,3.86,4.0,4.05,48.4,45.4,43.32,3.81,3.75,3.75,39.45,36.0,32.9
2007-04,19.2,19.0,18.0,4.1,4.0,4.0,2.05,2.1,2.2,11.25,10.0,9.5,,,,3.68,4.0,4.0,43.59,41.7,39.2,3.75,3.75,3.65,40.0,35.1,32.8
2007-05,20.0,20.0,20.0,4.17,4.0,4.0,1.95,2.05,2.14,10.75,10.0,9.13,,,,3.5,4.0,4.0,43.9,41.9,39.5,3.75,3.74,3.6,42.0,36.44,33.2
2007-06,20.0,20.0,20.0,4.34,4.1,4.0,1.9,2.0,2.1,10.75,9.75,9.0,,,,3.64,4.0,4.0,43.9,42.0,39.56,3.75,3.7,3.6,42.2,36.15,31.25
2007-07,25.0,21.0,20.0,4.51,4.3,4.1,1.87,1.95,2.07,10.75,9.88,9.0,,,,3.75,4.0,4.0,43.7,42.0,39.5,3.8,3.7,3.6,43.5,37.2,33.81
2007-08,27.35,22.0,20.5,4.7,4.4,4.06,1.9,1.95,2.01,11.0,10.0,9.38,,,,3.92,4.0,4.0,43.64,42.0,39.5,3.8,3.7,3.6,42.7,37.0,31.5
2007-09,28.0,22.0,20.5,4.7,4.4,4.03,1.86,1.9,2.0,11.0,10.25,9.5,,,,4.0,4.1,4.0,43.54,42.0,39.6,3.8,3.66,3.6,42.0,35.0,31.0
2007-10,32.0,25.0,22.5,4.7,4.33,4.03,1.79,1.87,1.98,11.25,10.25,9.5,,,,3.85,4.1,4.0,43.35,42.0,39.7,3.8,3.68,3.6,40.9,34.1,30.5
2007-11,33.0,25.0,25.0,4.7,4.3,4.06,1.75,1.8,1.93,11.25,10.25,9.5,,,,3.96,4.1,4.0,43.3,42.0,39.85,3.8,3.68,3.6,40.55,34.2,30.0
2007-12,35.0,27.0,25.0,5.2,4.5,4.06,1.77,1.8,1.9,11.25,10.75,10.0,,,,4.37,4.3,4.0,43.35,42.0,40.0,3.9,3.63,3.6,40.0,31.25,29.34
2008-01,28.0,25.0,25.0,4.5,4.06,4.0,1.8,1.9,2.0,11.25,10.25,9.5,,,,4.43,4.2,4.0,41.8,39.65,37.9,3.63,3.5,3.5,30.0,25.78,25.0
2008-02,29.0,25.0,25.0,4.5,4.03,4.0,1.79,1.87,1.93,11.25,10.5,9.75,,,,4.41,4.3,4.0,41.6,39.65,38.0,3.66,3.5,3.48,30.0,25.0,24.46
2008-03,30.0,26.71,25.0,4.58,4.08,4.09,1.75,1.85,1.91,12.0,10.75,10.0,,,,4.47,4.3,4.18,41.6,40.0,37.9,3.6,3.5,3.5,27.18,21.0,20.0
2008-04,30.0,28.5,25.0,4.6,4.0,4.1,1.74,1.8,1.89,13.0,11.5,10.5,,,,4.82,4.4,4.2,41.45,40.0,38.0,3.65,3.5,3.5,25.0,17.0,15.0
2008-05,33.0,30.0,27.2,4.75,4.0,4.1,1.7,1.77,1.86,13.75,12.5,11.0,,,,5.48,4.6,4.5,41.2,40.0,37.95,3.8,3.6,3.5,24.0,15.0,10.0
2008-06,34.0,30.0,28.0,4.8,4.0,4.0,1.66,1.76,1.85,14.25,13.5,11.75,,,,6.32,4.82,4.5,41.0,39.85,38.0,4.3,3.8,3.5,23.05,15.42,10.0
2008-07,33.0,30.0,28.0,4.8,3.9,4.2,1.61,1.74,1.8,14.25,14.0,12.0,,,,6.56,5.0,4.5,40.48,38.9,37.0,4.3,3.9,3.8,22.91,15.0,10.0
2008-08,35.0,30.0,30.0,4.8,3.6,4.2,1.63,1.73,1.8,14.75,14.0,12.0,,,,6.32,5.0,4.5,40.55,39.5,37.7,4.3,3.85,3.8,23.5,14.25,8.8
2008-09,35.0,30.0,28.0,5.2,3.5,4.2,1.75,1.8,1.89,14.75,13.75,12.0,,,,6.14,4.85,4.5,40.5,39.1,37.75,4.3,3.98,3.8,23.7,12.95,10.0
2008-10,35.0,30.0,28.0,5.23,3.0,4.0,2.0,2.0,2.0,13.75,13.38,12.0,,,,6.31,5.06,4.5,40.0,39.0,37.9,4.3,3.93,3.8,24.0,13.05,10.0
2008-11,35.0,25.0,25.0,5.24,2.8,4.0,2.2,2.15,2.13,13.75,13.5,12.0,,,,6.35,5.25,4.5,38.45,38.0,36.58,4.3,3.8,3.8,23.6,13.66,10.0
2008-12,37.0,22.5,25.0,5.6,2.35,3.85,2.35,2.3,2.25,13.75,12.0,11.5,,,,6.02,5.0,4.5,36.9,37.0,35.45,4.3,3.8,3.5,24.0,14.5,13.0
2009-01,23.0,25.0,27.0,1.8,3.8,4.1,2.3,2.29,2.29,10.75,10.5,10.2,,,,4.6,4.5,4.5,36.3,35.2,34.69,3.5,3.5,3.5,14.0,14.0,10.0
2009-02,23.0,25.0,30.53,1.5,3.5,4.1,2.3,2.28,2.3,10.25,10.25,10.0,,,,4.66,4.5,4.5,36.0,35.0,33.42,3.35,3.45,3.45,13.0,13.35,11.0
2009-03,22.0,25.0,30.0,-0.02,3.5,4.04,2.3,2.3,2.28,9.25,9.5,10.0,,,,4.32,4.5,4.5,36.9,35.5,33.6,3.0,3.3,3.41,14.0,13.0,10.0
2009-04,22.0,25.0,30.0,-0.3,3.5,4.0,2.2,2.25,2.25,9.25,9.5,10.0,,,,4.3,4.32,4.5,37.45,36.5,35.1,2.5,3.3,3.3,17.0,15.0,13.4
2009-05,23.0,25.0,30.0,-0.73,3.5,4.0,2.04,2.13,2.2,9.0,9.25,10.0,,,,4.33,4.3,4.5,39.0,37.5,35.5,2.5,3.0,3.3,20.0,15.05,13.5
2009-06,25.0,26.0,28.0,-0.49,3.5,4.0,2.0,2.0,2.1,8.75,9.25,10.0,,,,4.41,4.33,4.5,40.0,38.5,37.0,2.2,3.0,3.3,22.0,19.5,17.5
2009-07,25.0,27.1,30.0,-0.38,3.6,4.04,1.9,1.97,2.05,8.75,9.25,10.0,,,,4.5,4.35,4.5,41.5,40.0,38.0,2.0,3.0,3.3,23.1,19.0,17.7
2009-08,25.0,30.0,30.0,-0.16,4.0,4.0,1.85,1.85,1.9,8.75,9.25,10.0,,,,4.3,4.3,4.5,42.45,41.0,38.3,2.0,2.75,3.3,24.0,18.0,15.05
2009-09,25.0,30.15,31.9,0.0,4.5,4.23,1.8,1.8,1.9,8.75,9.75,10.25,,,,4.3,4.4,4.5,43.25,41.2,39.0,1.68,2.5,3.1,25.85,18.0,15.55
2009-10,25.0,33.0,35.0,0.18,4.8,4.3,1.7,1.75,1.81,8.75,10.5,10.5,,,,4.27,4.45,4.5,44.0,42.0,39.4,1.56,2.5,3.0,26.0,16.25,12.0
2009-11,25.0,35.0,35.0,0.2,5.0,4.5,1.71,1.75,1.8,8.75,10.5,10.75,,,,4.25,4.46,4.5,44.15,42.45,40.2,1.5,2.3,3.0,25.0,13.0,9.33
2009-12,25.0,35.2,38.0,-0.24,5.2,4.5,1.74,1.75,1.8,8.75,10.75,10.88,,,,4.28,4.5,4.5,44.25,42.5,41.0,1.5,2.5,3.0,24.2,11.3,4.0
2010-01,38.0,40.0,40.0,5.35,4.5,4.4,1.76,1.85,1.88,11.25,11.0,10.5,,,,4.62,4.5,4.5,42.0,40.5,39.0,2.5,3.0,3.0,10.0,4.5,5.0
2010-02,38.0,40.0,43.0,5.5,4.5,4.35,1.8,1.87,1.9,11.25,11.25,10.5,,,,4.91,4.53,4.5,41.7,40.0,39.0,2.5,3.0,3.0,10.0,2.8,4.6
2010-03,38.0,40.0,40.0,5.52,4.5,4.5,1.8,1.9,1.9,11.25,11.1,10.5,,,,5.18,4.79,4.5,41.4,39.6,38.0,2.5,3.0,3.0,10.0,3.55,4.2
2010-04,38.0,40.0,40.0,6.06,4.5,4.5,1.8,1.85,1.9,11.75,11.25,10.5,,,,5.42,4.8,4.5,41.0,39.55,38.3,2.5,2.96,3.0,12.24,5.0,6.8
2010-05,37.0,40.0,42.25,6.53,4.5,4.5,1.8,1.85,1.9,11.75,11.5,10.5,,,,5.67,4.8,4.5,41.0,39.8,38.6,2.5,3.0,3.0,14.04,5.46,7.0
2010-06,35.0,40.0,40.0,7.18,4.5,4.5,1.8,1.9,1.9,12.0,11.75,11.0,,,,5.55,4.8,4.5,41.0,39.5,38.0,2.5,3.0,3.0,15.57,7.0,8.5
2010-07,32.0,39.25,40.0,7.2,4.5,4.5,1.8,1.85,1.9,11.5,11.75,10.75,,,,5.27,4.8,4.5,40.85,39.5,37.75,2.6,2.99,3.0,15.1,8.5,7.0
2010-08,30.0,38.0,39.0,7.1,4.5,4.5,1.8,1.85,1.9,10.75,11.5,10.63,,,,5.07,4.85,4.5,40.8,39.5,37.8,2.6,2.9,2.99,15.0,9.0,7.5
2010-09,30.0,38.0,40.0,7.55,4.5,4.5,1.75,1.8,1.88,10.75,11.75,10.5,,,,5.06,4.96,4.5,40.8,39.5,38.0,2.6,2.87,3.0,15.7,9.5,8.5
2010-10,30.0,37.0,38.1,7.6,4.5,4.5,1.7,1.78,1.83,10.75,11.75,10.5,,,,5.29,4.99,4.5,40.87,39.57,38.0,2.6,2.8,3.0,16.0,8.0,7.0
2010-11,30.0,37.0,37.2,7.54,4.51,4.5,1.71,1.75,1.8,10.75,12.25,10.75,,,,5.76,5.2,4.5,40.5,39.5,37.7,2.8,2.8,3.0,16.3,8.0,6.5
2010-12,33.0,39.5,42.0,7.61,4.5,4.5,1.7,1.75,1.8,10.75,12.25,10.75,,,,5.9,5.32,4.5,41.0,39.7,38.0,2.8,2.8,3.0,16.88,8.0,5.0
2011-01,40.0,42.19,43.6,4.6,4.5,4.5,1.74,1.8,1.84,12.5,11.13,10.5,,,,5.67,4.7,4.5,39.1,37.8,36.4,2.8,3.0,3.0,9.54,5.0,3.0
2011-02,42.0,44.7,45.0,4.3,4.5,4.5,1.7,1.79,1.8,12.5,11.25,10.5,,,,5.8,4.78,4.5,39.5,38.0,36.5,2.7,3.0,3.0,13.0,8.0,5.0
2011-03,44.0,43.85,44.8,4.0,4.3,4.5,1.7,1.75,1.8,12.25,11.25,10.5,,,,6.02,5.0,4.5,39.5,38.0,36.6,2.7,2.9,3.0,16.1,10.0,5.0
2011-04,46.0,45.0,45.0,4.0,4.25,4.5,1.62,1.7,1.75,12.5,12.0,11.0,,,,6.37,5.0,4.5,39.23,38.0,36.6,2.8,2.8,3.0,18.05,10.0,7.05
2011-05,50.0,45.0,45.0,4.0,4.2,4.5,1.61,1.7,1.75,12.5,12.25,11.0,,,,6.22,5.1,4.5,39.1,38.0,36.6,2.9,2.8,3.0,20.0,10.0,10.0
2011-06,52.0,45.5,45.0,3.94,4.1,4.5,1.6,1.7,1.74,12.5,12.5,11.0,,,,6.15,5.1,4.5,39.18,38.0,36.6,2.89,2.8,3.0,20.0,10.1,7.1
2011-07,55.0,50.0,45.0,3.96,4.0,4.5,1.6,1.65,1.7,12.75,12.5,11.0,,,,6.31,5.3,4.51,39.26,38.0,36.6,2.89,2.8,3.0,21.0,10.03,10.0
