Date,EXPEC_DIC_y,EXPEC_DIC_y+1,EXPEC_DIC_y+2,EXPEC_GDP (%)_y,EXPEC_GDP (%)_y+1,EXPEC_GDP (%)_y+2,EXPEC_US$_currency_y,EXPEC_US$_currency_y+1,EXPEC_US$_currency_y+2,EXPEC_basic_interest_rate_y,EXPEC_basic_interest_rate_y+1,EXPEC_basic_interest_rate_y+2,EXPEC_gross_public_debt_y,EXPEC_gross_public_debt_y+1,EXPEC_gross_public_debt_y+2,EXPEC_inflation_y,EXPEC_inflation_y+1,EXPEC_inflation_y+2,EXPEC_net_public_debt_y,EXPEC_net_public_debt_y+1,EXPEC_net_public_debt_y+2,EXPEC_primary_result_y,EXPEC_primary_result_y+1,EXPEC_primary_result_y+2,EXPEC_trade_balance_y,EXPEC_trade_balance_y+1,EXPEC_trade_balance_y+2
2021-11,50.0,58.1,70.0,4.7797,0.6,2.0,5.5,5.5,5.301,9.25,11.25,8.0,81.8,83.5,85.1,10.1698,5.0,3.49,59.6,63.2,65.15,-0.6866,-1.2,-0.8,70.0,64.55,59.0
2021-12,52.0,58.05,70.0,4.5031,0.3607,1.7978,5.65,5.6,5.4,9.25,11.5,8.0,81.0,84.0,86.1,10.0064,5.0302,3.41,58.75,63.0,65.2,-0.1278,-1.05,-0.7,59.1457,55.0,51.0
2022-01,60.0,70.0,78.9,0.3,1.55,2.0,5.6,5.5,5.4,11.75,8.0,7.0,84.0,86.435,88.62,5.4179,3.5,3.0,62.0,66.2123,68.775,-1.0,-0.6,-0.3,56.0,51.0,50.0
2022-02,60.0,69.6778,79.5,0.3,1.5,2.0,5.5,5.3146,5.3,12.25,8.001,7.25,83.3343,85.0,86.0,5.6036,3.5144,3.1,60.5,63.925,65.7,-0.8,-0.5,-0.2,64.062,51.5991,52.0276
2022-03,59.0,69.0,79.5,0.5058,1.2984,2.0,5.215,5.2,5.2,13.0,9.0,7.5,81.61,84.0,85.66,6.9168,3.8034,3.2,60.3,63.525,65.0,-0.5,-0.5,-0.15,67.1,54.0,53.0
2022-04,60.0,67.3,74.91,0.7003,1.0,2.0,5.0,5.04,5.002,13.25,9.25,7.5,81.0,83.8,85.42,7.8942,4.0963,3.2,60.3609,64.0736,65.1,-0.27,-0.45,-0.2,69.5,60.0,53.0
2022-05,59.0,66.15,72.5,1.1885,0.8,2.0,5.0456,5.04,5.0365,13.25,9.75,7.5,79.55,82.4,83.7,8.7936,4.3612,3.25,60.14,63.95,65.1,0.1,-0.35,-0.225,70.5,60.0,53.0
2022-06,60.0,65.0,70.0,1.5074,0.5,1.81,5.085,5.1,5.0771,13.75,10.5,7.75,79.1,81.4,83.59,8.0733,5.0,3.25,59.0,62.0,63.0,0.1,-0.1,0.0,68.36,60.0,50.753
2022-07,56.25,60.5,70.0,1.9717,0.4,1.7,5.2,5.2,5.1,13.75,11.0,8.0,79.0,82.0,83.9185,7.1517,5.3346,3.3,59.15,63.8,64.55,0.3,-0.3,0.0,67.2,60.0,52.85
2022-08,60.0,65.5,70.0,2.0959,0.3757,1.81,5.2,5.2,5.1,13.75,11.0,8.0,78.95,82.0,83.95,6.6661,5.3,3.42,59.0,63.5,65.0,0.3,-0.5,0.0,68.0,60.0,51.88
2022-09,65.0,65.0,70.0,2.7,0.53,1.7,5.2,5.2,5.1,13.75,11.25,8.0,77.9,81.7,83.4,5.7427,5.0,3.5,58.4,63.2321,65.2,0.9,-0.5,0.0,61.5,60.0,52.7
2022-10,75.0,75.0,75.0,2.7622,0.6787,1.8,5.2,5.2,5.12,13.75,11.25,8.0,77.7,81.9873,83.4,5.6031,4.9371,3.5,58.7,63.0,65.0,1.0,-0.5,0.0,57.775,56.01,50.28
2022-11,79.5,75.0,80.0,2.8128,0.7136,1.7,5.2721,5.25,5.205,13.75,11.5,8.25,77.0,81.0,83.5,5.9116,5.0186,3.5,57.7,61.4967,64.5,1.245,-0.8,-0.35,55.0,56.6,51.5
2022-12,81.6,80.0,80.0,3.0392,0.8,1.5,5.25,5.27,5.26,13.75,12.25,9.0,75.4,80.05,83.65,5.62,5.3128,3.65,57.5,61.95,64.0,1.2,-1.2,-1.0,56.9,58.0,53.0
2023-01,80.0,80.0,83.6,0.7876,1.5,1.9,5.25,5.3,5.3,12.5,9.5,8.625,79.0,82.0,83.7,5.7543,3.9069,3.5,61.4,64.39,66.7,-1.1,-1.0,-0.45,56.605,53.9,56.2
2023-02,80.0,80.0,80.0,0.83,1.5,1.8,5.25,5.3,5.3,12.75,10.0625,9.0,78.0,81.0,82.5,5.9017,4.0216,3.8,61.0,64.0,66.0,-1.0,-0.775,-0.4,57.0,53.0,58.2
2023-03,80.0,80.0,80.0,0.9,1.48,1.8,5.25,5.3,5.3,12.75,10.0,9.0,77.5,80.8,82.115,5.9559,4.1335,4.0,61.15,64.5,66.9,-1.005,-0.8,-0.5,55.0,52.44,55.0
2023-04,80.0,80.0,81.5,0.9972,1.4131,1.8,5.2,5.25,5.3,12.5,10.0,9.0,77.05,80.285,82.05,6.0501,4.1766,4.0,60.55,64.0,67.0,-1.0,-0.8,-0.4,60.0,54.6,55.0
2023-05,80.0,80.0,81.8,1.2849,1.3,1.7,5.1,5.165,5.2,12.5,10.0,9.0,77.0,80.33,82.35,5.7019,4.1251,4.0,61.0,64.45,66.75,-1.1,-0.7,-0.37,59.8,55.0,59.5
2023-06,79.5,80.0,81.0,2.1874,1.275,1.8098,5.0,5.0767,5.165,12.0,9.5,9.0,76.65,79.4,82.05,4.9758,3.92,3.6,60.6,64.0,65.8501,-1.015,-0.8001,-0.5,63.7599,55.6545,57.295
2023-07,80.0,80.0,81.6,2.2369,1.2998,1.9,4.905,5.0,5.08,12.0,9.25,8.75,76.6,79.3136,81.9,4.8403,3.8925,3.5,60.5,63.95,65.55,-1.0,-0.8,-0.6,66.5,60.0,59.595
2023-08,80.0,80.0,81.8,2.313,1.3081,1.9,4.9814,5.0016,5.1,11.75,9.0,8.5,76.7,79.2271,81.4,4.9241,3.8711,3.5,60.55,63.95,66.0,-1.0,-0.71,-0.5,73.0,60.0,59.59
2023-09,80.0,80.0,83.4,2.9165,1.5,1.9,4.95,5.015,5.1,11.75,9.0,8.5,76.0,78.15,80.4,4.86,3.871,3.5,60.5,63.9,65.5,-1.1,-0.75,-0.6,72.1,60.95,60.0
2023-10,71.75,80.0,80.0,2.892,1.5,1.9,5.0,5.057,5.1,11.75,9.1251,8.625,76.0,78.4,80.0,4.6266,3.9077,3.5,60.75,63.8,66.0,-1.1,-0.8,-0.6,75.15,61.8,60.0
2023-11,62.8,70.0,80.0,2.85,1.5,1.915,5.0,5.04,5.1,11.75,9.25,8.625,76.0,78.7729,80.9,4.5379,3.9182,3.5,61.0,63.89,66.0,-1.1,-0.8,-0.6,78.4,67.2,61.4
2023-12,59.0,65.0,70.0,2.9221,1.5198,2.0,4.9,5.0,5.03,11.75,9.0,8.5,76.0,78.71,81.0,4.4569,3.9,3.5,61.05,64.45,66.2,-1.5,-0.8,-0.6,81.3,70.5,66.59
2024-01,69.84,75.65,80.0,1.6,2.0,2.0,4.92,5.0,5.05,9.0,8.5,8.5,77.9,80.4787,83.12,3.8137,3.5,3.5,63.6,66.0,68.65,-0.8,-0.6,-0.5,78.45,70.0,71.5
2024-02,68.92,75.0,80.0,1.7565,2.0,2.0,4.93,5.0,5.04,9.0,8.5,8.5,77.8,80.0,82.41,3.8,3.517,3.5,63.74,66.5,68.65,-0.78,-0.6,-0.5,80.95,72.05,77.8
2024-03,65.0,73.1,80.0,1.89,2.0,2.0,4.95,5.0,5.04,9.0,8.5,8.5,77.7,79.9,82.3,3.7506,3.51,3.5,63.85,66.415,68.6,-0.7026,-0.6,-0.5,82.0,74.55,77.0
2024-04,67.0,73.4,80.0,1.9493,2.0,2.0,4.9653,5.0,5.033,9.125,8.5,8.5,77.7,79.9,82.3,3.7093,3.5561,3.5,63.768,66.2708,68.0,-0.7,-0.6,-0.5,79.75,75.0,77.4
